target_1,y_test_1,predicted_1,target_2,y_test_2,predicted_2,target_3,y_test_3,predicted_3,target_4,y_test_4,predicted_4,target_5,y_test_5,predicted_5,target_6,y_test_6,predicted_6,target_7,y_test_7,predicted_7
7.025,7.0250006,6.6926575,7.037,7.037,6.745651,6.969,6.969,6.498744,6.971,6.9710007,7.077604,7.296,7.296,7.2808366,7.503,7.5029993,6.552029,8.018,8.018,6.79887
7.817,7.8169994,7.553722,7.843,7.8429995,7.166704,7.754,7.753999,6.6951165,7.782,7.781999,7.6163974,8.018,8.018,7.9137554,8.082,8.082,7.0890064,8.559,8.559001,7.573546
10.427,10.427,8.157249,10.4,10.400001,8.415989,10.302,10.302,7.712833,10.314,10.314,8.755781,9.68,9.68,9.095459,10.387,10.387,8.095248,10.844,10.844,8.645631
11.997,11.997,8.678255,12.199,12.199001,8.766874,12.046,12.046001,8.009893,12.025,12.025,9.047655,11.33,11.33,9.315262,11.672,11.671999,8.452427,12.13,12.13,9.022584
12.292,12.292,9.477068,12.202,12.202,9.418794,12.261,12.261001,8.404327,12.013,12.013,9.559215,10.715,10.714999,9.921477,11.164,11.164,9.208864,11.763,11.763,9.771968
12.001,12.001,9.578922,11.598,11.598001,9.101747,11.924,11.924,8.655093,11.851,11.851,9.65214,11.743,11.743,9.721573,11.892,11.892001,8.978689,12.479,12.479001,9.748127
11.712,11.712,9.099642,11.754,11.754,8.542654,11.61,11.610001,7.9909925,11.64,11.64,9.278074,11.481,11.481,9.39218,11.736,11.736,8.442441,12.19,12.189999,9.264614
8.943,8.943,7.9687753,8.925,8.925,7.8686204,8.852,8.851999,7.593426,8.847,8.847001,8.369099,9.067,9.067,8.598408,9.06,9.06,7.8994737,9.677,9.677,8.241827
8.024,8.024,7.826498,8.032,8.031999,7.4039702,7.935,7.935,7.3475657,7.964,7.964,8.188664,8.124,8.124,8.162506,8.198,8.198,7.477644,8.849,8.849,7.774595
7.704,7.7039995,7.587293,7.707,7.706999,7.318055,7.726,7.7260003,7.0025396,7.688,7.688,7.836879,8.026,8.026001,8.071136,8.049,8.048999,7.4892406,8.649,8.649,7.7719655
7.594,7.594,6.985616,7.68,7.6799994,7.4951053,7.585,7.585,7.074294,7.582,7.5820003,8.28763,7.784,7.784,8.334491,7.795,7.795,7.3865414,8.486,8.486001,7.798899
7.602,7.602,6.9091344,7.649,7.649,7.1609535,7.602,7.602,6.6783547,7.55,7.549999,8.153887,7.777,7.777,7.9978323,7.729,7.729001,7.0898123,8.411,8.411,7.463184
7.063,7.063,6.72459,7.08,7.08,7.2133546,7.063,7.063,6.6196055,7.088,7.088,7.828423,7.343,7.343001,7.9407,7.448,7.4479995,7.177283,8.157,8.157,7.465992
7.45,7.45,6.152295,7.459,7.4589996,6.5383244,7.382,7.382,6.2128897,7.381,7.3809996,7.2346687,7.594,7.594,7.39971,7.6,7.6,6.095483,8.288,8.288,6.8201637
7.108,7.108,5.988198,7.219,7.219,6.2792315,7.118,7.1179996,5.8464484,7.141,7.141,6.9815826,7.344,7.3440003,7.1877995,7.379,7.3789997,5.756434,8.127,8.127,6.588902
5.664,5.664,5.6150684,5.759,5.7589993,5.944414,5.819,5.819,5.6451225,5.813,5.813,6.650313,6.07,6.07,6.910638,6.269,6.269,5.4912324,7.465,7.465,6.207466
6.78,6.78,5.72075,6.77,6.7700005,5.987641,6.717,6.717,5.4162035,6.696,6.696001,6.621461,6.845,6.845,7.0493526,6.95,6.9500003,5.700283,7.732,7.732,6.072114
6.62,6.62,5.62253,6.61,6.6100006,5.945721,6.566,6.566,5.6011233,6.528,6.528,6.3315945,6.895,6.895,6.640097,6.906,6.906,5.750075,7.651,7.6510005,6.0791426
6.911,6.9110003,6.10803,6.903,6.9030004,6.328719,6.841,6.841,5.844428,6.832,6.832,6.6200576,6.925,6.925,6.89848,6.99,6.9899993,5.964559,7.913,7.9130006,6.466426
10.035,10.035,7.8758864,10.159,10.159,8.006531,10.089,10.089,7.1945267,10.069,10.069,8.128174,10.366,10.366,8.607927,10.45,10.45,7.6922398,10.664,10.664,8.009939
11.9,11.9,8.67581,12.027,12.027001,8.715726,12.057,12.057,7.759164,11.94,11.94,8.58601,12.101,12.101,9.295473,12.394,12.394,8.770479,12.473,12.473,8.76521
9.564,9.564,6.599615,9.378,9.378,6.7333546,9.534,9.534001,6.546785,9.361,9.361,7.09871,9.251,9.251,7.4102206,9.477,9.477,6.751667,10.175,10.175,7.160737
6.615,6.6150002,5.7251267,6.634,6.634,6.1293726,6.734,6.734,5.741491,6.685,6.6849995,6.684266,6.944,6.944,6.6516294,6.962,6.962,5.8413877,8.096,8.096,6.3311634
4.56,4.56,4.4417186,4.532,4.532,5.377194,4.702,4.702,5.006411,4.524,4.524,6.4311595,5.443,5.443,6.326869,5.706,5.706,5.2051086,6.781,6.781,5.2414064
3.385,3.3850002,3.237741,3.325,3.3250003,3.9903271,3.866,3.8659997,3.7875931,3.817,3.817,4.893965,4.193,4.193,4.8619285,4.837,4.837,3.6655345,5.984,5.984,3.8932316
1.309,1.3089999,3.6564128,1.328,1.3279997,4.1066213,1.474,1.4740002,4.0529723,1.309,1.309,5.118447,2.605,2.605,5.114206,2.831,2.831,3.7950056,4.605,4.605,4.3058896
5.68,5.68,4.572287,5.704,5.704,4.8174067,5.69,5.69,4.552794,5.68,5.68,5.758089,5.55,5.55,6.0373726,5.61,5.61,4.32117,6.755,6.755,5.0926933
5.481,5.481,4.5445485,5.573,5.573,4.7952642,5.468,5.468,4.4716744,5.515,5.515,5.5172715,5.671,5.671,5.751498,5.655,5.6549997,4.401331,6.642,6.642,4.551645
7.602,7.602,6.0330987,7.676,7.676,6.4736447,7.624,7.624,5.6732345,7.696,7.6959996,6.8004637,6.985,6.985,7.1656938,7.233,7.233,6.307077,8.372,8.372,6.205089
10.092,10.092,7.465997,10.254,10.254,7.669797,9.952,9.952,6.9007583,10.132,10.132001,7.9204135,10.918,10.918,8.123809,10.983,10.983,7.4402556,11.206,11.205999,7.752973
11.687,11.687001,7.2062497,11.627,11.627001,7.0044417,11.962,11.962,6.441664,12.022,12.022,7.560934,10.193,10.193,7.683665,10.595,10.595001,6.622414,11.412,11.412,7.210864
6.854,6.8540006,6.2625737,6.92,6.92,6.2346196,6.81,6.8099995,6.0001125,6.905,6.905,6.896193,7.443,7.4430003,6.9897103,7.594,7.594001,6.0922093,8.386,8.386,6.1895237
6.458,6.458,5.548631,6.485,6.485,5.984886,6.385,6.3850007,5.3963795,6.404,6.404,6.8104897,6.976,6.976,6.784712,7.259,7.259,5.957151,7.741,7.741,6.042588
5.619,5.6189995,4.676431,5.739,5.7389994,4.8514767,5.63,5.63,4.6439853,5.613,5.613,6.07886,6.234,6.234,5.988218,6.363,6.363,4.658357,7.159,7.159,5.161298
4.746,4.7459993,3.2307494,4.816,4.816,3.5715582,4.744,4.744,3.4487255,4.731,4.731,4.9268026,5.311,5.311,4.9592857,5.509,5.5090003,2.8788953,6.618,6.618,3.8376498
4.39,4.39,3.1636164,4.441,4.4410005,3.569176,4.338,4.338,3.3652582,4.416,4.416,4.5319304,5.029,5.029,4.686838,5.47,5.47,3.0708933,6.099,6.099,3.308059
4.159,4.159,2.9487734,4.172,4.172,3.5033772,4.154,4.154,3.2110007,4.17,4.1700006,4.2562995,4.799,4.799,4.4738054,5.106,5.106,3.193836,6.154,6.154,3.1354303
4.118,4.1179996,3.9837613,4.159,4.159,4.1937895,4.121,4.121,3.9164786,4.224,4.224,4.6818986,4.864,4.864,4.842066,5.343,5.343,4.010579,6.154,6.154,3.9513326
7.708,7.708,5.9441056,7.768,7.7680006,6.2899566,7.838,7.838,5.3900266,7.721,7.7209997,6.687302,9.234,9.234001,6.838821,9.967,9.967,5.717303,9.774,9.774,5.8937726
11.686,11.686,6.77995,10.98,10.979999,6.8557057,11.989,11.989001,5.9736695,11.795,11.795,7.1855526,11.291,11.291,7.351818,11.46,11.46,6.5403023,12.405,12.405,6.5283484
8.053,8.053,5.483129,7.846,7.846,5.494929,8.043,8.042999,5.0396852,7.913,7.9129996,6.1281886,8.843,8.843,6.2100663,8.852,8.852,5.3412666,9.103,9.103,5.2710342
5.448,5.448,4.7875495,5.57,5.57,4.726146,5.518,5.5180006,4.563777,5.441,5.4409995,5.5225434,6.269,6.269,5.4916177,6.674,6.674,4.706925,6.312,6.312,4.7980204
4.691,4.6909995,3.4599419,4.762,4.762,4.0828443,4.667,4.6669993,3.8387136,4.775,4.775,5.3877296,5.396,5.396,5.2249084,5.893,5.893,3.7428036,5.364,5.364,4.0643463
3.906,3.906,5.0403733,3.892,3.892,4.3221827,3.94,3.94,3.9115136,3.87,3.87,5.8194323,4.725,4.725,5.5582333,5.237,5.237,5.4494925,4.824,4.824,3.861241
4.028,4.028,5.1197433,4.104,4.104,3.944836,4.099,4.099,2.6826077,4.066,4.066,4.5450087,4.699,4.699,4.69114,5.248,5.248,6.2127748,4.699,4.6990004,3.2744334
3.94,3.94,4.9613485,4.014,4.0139995,3.5901883,4.019,4.0189996,2.6547053,3.942,3.9420004,4.17994,4.483,4.483,4.2251363,4.683,4.683,5.8650203,5.224,5.224,2.9777544
3.62,3.6200001,4.388527,3.587,3.587,2.870453,3.768,3.768,2.057279,3.356,3.3560002,3.5752032,4.059,4.059,3.5472178,4.48,4.4799995,5.143309,4.993,4.993,2.2447693
4.733,4.733,5.980768,4.778,4.778,4.898856,4.867,4.8669996,3.2778869,4.611,4.611,5.5412483,4.867,4.8670006,5.3275065,5.213,5.213,7.1533294,5.687,5.687,3.8157165
9.891,9.891,8.653974,9.961,9.961001,8.105596,9.949,9.949,6.7292995,9.595,9.595,8.52805,10.841,10.841,8.11889,11.784,11.784,9.725752,10.905,10.905,6.68051
9.677,9.677,7.980235,10.02,10.020001,7.024258,9.987,9.987,6.030708,9.632,9.632,7.616851,11.579,11.579,7.4955153,12.408,12.408,8.971665,11.842,11.842,6.2259884
5.399,5.399,5.8200536,5.468,5.4680004,4.542261,5.549,5.549,3.8163035,5.501,5.5010004,5.445426,6.572,6.572,5.4805927,7.088,7.088,6.579968,6.772,6.772,3.864059
4.496,4.4960003,5.688279,4.532,4.532,3.919725,4.66,4.66,2.52616,4.509,4.5089993,4.7783093,5.348,5.348,4.541321,5.598,5.598,6.4231086,5.457,5.457,3.1229208
3.243,3.2429998,4.772963,3.317,3.3169997,3.085002,3.365,3.365,2.209705,3.333,3.3330004,4.3835683,4.076,4.076,4.206066,4.897,4.897,5.6585445,4.267,4.267,2.4318712
2.602,2.6020005,3.286158,2.638,2.6379998,1.960307,2.577,2.5769997,0.934303,2.612,2.6120002,2.8899767,3.553,3.5530002,2.8236935,4.038,4.038,4.261515,3.656,3.656,1.5049471
1.869,1.869,2.7825432,1.853,1.853,1.0961969,2.024,2.024,0.48423105,1.936,1.9359999,2.3131526,2.843,2.8430002,2.3973718,3.551,3.551,3.5136657,3.171,3.1710002,0.8166504
1.749,1.7489997,2.5479028,1.769,1.7689998,0.56427914,1.845,1.8450003,-0.2501976,1.801,1.801,1.6697248,2.8,2.8,2.0355809,3.507,3.5069997,3.2812994,2.986,2.9860003,0.11661166
1.391,1.3909998,3.2798305,1.361,1.3610001,1.3969058,1.5,1.5,0.7165585,1.318,1.3180001,2.3840783,2.398,2.3980002,2.5696945,3.007,3.007,4.055127,2.563,2.5630004,0.58502036
4.707,4.707,5.696937,4.725,4.725,4.809979,4.955,4.955,3.6889186,4.527,4.5270004,5.5273566,5.901,5.901,5.198226,6.857,6.857,6.6950326,6.104,6.104,3.6524665
9.45,9.45,7.611028,9.672,9.672001,7.2065654,9.831,9.831,5.949521,9.188,9.188001,7.4915442,11.1,11.1,6.9938335,11.901,11.901,8.590019,11.312,11.312001,5.824118
8.35,8.349999,6.083327,8.489,8.489,4.9126124,8.587,8.587,3.826015,8.215,8.215,5.780738,9.735,9.735,5.927305,10.247,10.247,7.0093956,10.998,10.998,4.095522
4.441,4.4409995,5.0040236,4.548,4.548,3.4650166,4.574,4.574,2.7823308,4.436,4.436,4.643297,4.347,4.347,5.1345377,4.356,4.3560004,6.071558,5.507,5.507,2.9288182
4.03,4.03,4.8851995,4.126,4.126,3.962584,4.107,4.1069994,3.18279,4.072,4.072,5.4938183,4.077,4.077,5.5314236,4.092,4.092,6.4869227,5.074,5.0740004,3.5297737
3.899,3.899,4.206262,3.989,3.9890003,3.4644258,3.984,3.984,2.5089495,3.82,3.82,4.7877774,3.766,3.7660003,4.840513,3.781,3.7809997,5.3436823,4.832,4.832,2.7917798
4.015,4.015,4.0482807,4.153,4.153,3.7953327,4.035,4.0350003,1.8515745,4.05,4.05,3.697992,3.76,3.76,3.4648316,3.774,3.774,5.107219,4.838,4.838,2.2802541
3.92,3.92,3.9543765,4.015,4.015,3.7500877,4.032,4.0320005,1.4978107,3.981,3.9810004,3.290148,3.878,3.878,2.9883585,3.906,3.9060001,5.2545667,4.945,4.945,1.9290158
3.907,3.907,4.488042,3.933,3.9329998,4.2145567,3.938,3.9380002,2.1969814,3.969,3.9689999,3.8103907,4.389,4.389,3.239668,4.636,4.636,5.84233,5.037,5.037,2.3793292
5.227,5.227,6.489557,5.245,5.245,6.569773,5.338,5.338,4.232258,5.134,5.134,6.209653,5.808,5.808,5.3207364,6.245,6.245,7.48442,6.072,6.072,4.357338
7.124,7.123999,8.155058,7.834,7.834,8.324374,7.264,7.2640004,6.2278004,8.434,8.434,7.863521,9.407,9.407,6.9253917,10.187,10.187,8.913224,9.514,9.514,6.0104647
9.52,9.52,8.67964,9.806,9.806,9.186443,9.438,9.438,6.677844,9.521,9.521,8.593863,10.101,10.101,7.670454,10.612,10.612,9.930312,10.64,10.64,6.6626573
7.122,7.122,7.4537396,7.17,7.17,7.6271677,7.281,7.2810006,5.5822806,7.237,7.2369995,7.2456574,7.163,7.163001,6.3911777,7.785,7.7850003,9.012987,7.519,7.519,5.504912
6.064,6.0640006,7.514691,6.083,6.0830007,7.571281,6.129,6.129,4.854805,6.073,6.073,6.9745445,6.769,6.769,6.0178485,7.053,7.053,8.515475,6.908,6.908,5.088069
5.963,5.963,7.2361627,6.017,6.017001,7.681916,6.022,6.0220003,5.083627,5.955,5.955,7.2514133,6.232,6.232,6.619885,6.58,6.58,8.503111,6.472,6.472,5.2428875
6.302,6.3020005,7.6749926,6.317,6.3170004,7.864559,6.358,6.358,5.451027,6.302,6.3019996,7.1641183,6.509,6.509,6.782621,6.718,6.7179995,8.861623,6.671,6.671,5.6217427
6.84,6.84,7.6521773,6.837,6.837,7.7898965,6.92,6.92,5.8069673,6.884,6.884,7.0446687,6.804,6.804,6.364038,6.93,6.9300003,8.901612,7.096,7.096,5.7824507
6.748,6.748,7.215308,6.751,6.751,7.3945465,6.78,6.78,5.6434274,6.759,6.759,6.6771727,6.742,6.742,6.061805,6.881,6.881,8.385848,7.012,7.012,5.2339516
6.056,6.056,7.1788273,6.067,6.0669994,7.3358784,6.091,6.091,5.251287,6.033,6.0330005,6.5808845,6.61,6.61,5.9652324,6.791,6.791,8.597338,6.737,6.737,4.7802925
7.357,7.357,8.782844,7.357,7.357,9.252092,7.618,7.6179996,6.6664124,7.512,7.5119996,8.441193,6.745,6.745,7.717961,7.318,7.318,10.044154,7.171,7.171,6.6850357
7.582,7.582,8.863542,7.539,7.5390005,9.341831,7.928,7.9279995,6.963224,7.624,7.624001,8.766045,8.411,8.411001,7.934837,9.111,9.111001,10.124287,8.593,8.593001,6.8074174
7.539,7.5390005,5.72572,7.561,7.561001,5.6757135,7.84,7.8400006,2.8803089,7.571,7.571001,4.831123,7.882,7.8820004,4.3216443,8.274,8.274001,6.5607023,8.493,8.493,3.2984798
